horse_id,age_year,n_races,age_year_factor,.fitted,.resid,.hat,.sigma,.cooksd,.std.resid
1579,3,18,3,1.614427050299647,2.4272013274031012,5.126706404731272e-4,1.0046512887164178,0.003396398189661963,2.427823744163966
1584,3,15,3,1.614427050299647,1.9915582063993282,5.126706404731272e-4,1.0049955315950876,0.0020073796396503445,1.9920689094851853
1586,3,13,3,1.614427050299647,1.6730929183650087,5.126706404731272e-4,1.0052041770884963,0.0012831130276624238,1.6735219561473789
1586,4,15,4,1.6747274323103287,1.872656333662168,3.602756470092992e-4,1.0050777741407624,0.0012007266463899104,1.8729937610761838
1599,3,16,3,1.614427050299647,2.1418238175694486,5.126706404731272e-4,1.0048844739411558,0.0024300366720502523,2.142373053855629
1618,3,13,3,1.614427050299647,1.6730929183650087,5.126706404731272e-4,1.0052041770884963,0.0012831130276624238,1.6735219561473789
1618,5,16,5,1.7350278143210105,1.8994680285754588,5.77664257671458e-4,1.005059554963307,0.001996033566565762,1.9000168937761148
1671,3,20,3,1.614427050299647,2.6952004616820595,5.126706404731272e-4,1.0044057227103595,0.004524156311022866,2.695891602512572
1683,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
1684,5,15,5,1.7350278143210105,1.7546290450526167,5.77664257671458e-4,1.00515417977555,0.001628316133422462,1.7551360579680233
1685,7,1,7,1.855628578342374,-1.8088216504406096,0.002220902567361725,1.0051186911225929,0.0017218614373184346,-1.810833610660933
1706,4,15,4,1.6747274323103287,1.872656333662168,3.602756470092992e-4,1.0050777741407624,0.0012007266463899104,1.8729937610761838
1706,3,18,3,1.614427050299647,2.4272013274031012,5.126706404731272e-4,1.0046512887164178,0.003396398189661963,2.427823744163966
1745,6,1,6,1.7953281963316923,-1.747761461523732,0.0011898270413294807,1.0051581452479066,8.809121391467805e-4,-1.7488021572261419
1752,3,13,3,1.614427050299647,1.6730929183650087,5.126706404731272e-4,1.0052041770884963,0.0012831130276624238,1.6735219561473789
1756,2,16,2,1.5541266682889652,2.26432362127834,0.0010091276433467054,1.004787497095993,0.005558508827853991,2.26546698247905
1756,3,16,3,1.614427050299647,2.1418238175694486,5.126706404731272e-4,1.0048844739411558,0.0024300366720502523,2.142373053855629
1799,3,16,3,1.614427050299647,2.1418238175694486,5.126706404731272e-4,1.0048844739411558,0.0024300366720502523,2.142373053855629
1818,6,1,6,1.7953281963316923,-1.747761461523732,0.0011898270413294807,1.0051581452479066,8.809121391467805e-4,-1.7488021572261419
1821,3,13,3,1.614427050299647,1.6730929183650087,5.126706404731272e-4,1.0052041770884963,0.0012831130276624238,1.6735219561473789
1821,4,14,4,1.6747274323103287,1.7194471418850237,3.602756470092992e-4,1.005176145801994,9.650577185271284e-4,1.7197569630690785
1876,7,1,7,1.855628578342374,-1.8088216504406096,0.002220902567361725,1.0051186911225929,0.0017218614373184346,-1.810833610660933
1878,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
1884,6,1,6,1.7953281963316923,-1.747761461523732,0.0011898270413294807,1.0051581452479066,8.809121391467805e-4,-1.7488021572261419
1982,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
2007,3,13,3,1.614427050299647,1.6730929183650087,5.126706404731272e-4,1.0052041770884963,0.0012831130276624238,1.6735219561473789
2011,3,13,3,1.614427050299647,1.6730929183650087,5.126706404731272e-4,1.0052041770884963,0.0012831130276624238,1.6735219561473789
2018,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
2034,3,13,3,1.614427050299647,1.6730929183650087,5.126706404731272e-4,1.0052041770884963,0.0012831130276624238,1.6735219561473789
2045,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
2047,4,15,4,1.6747274323103287,1.872656333662168,3.602756470092992e-4,1.0050777741407624,0.0012007266463899104,1.8729937610761838
2054,7,1,7,1.855628578342374,-1.8088216504406096,0.002220902567361725,1.0051186911225929,0.0017218614373184346,-1.810833610660933
2062,3,19,3,1.614427050299647,2.563190301414698,5.126706404731272e-4,1.004529901570982,0.003940102674873765,2.5638475903617977
2063,2,14,2,1.5541266682889652,1.952406601708769,0.0010091276433467054,1.0050228009664652,0.0037605735529533725,1.9533924616518559
2080,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
2084,6,1,6,1.7953281963316923,-1.747761461523732,0.0011898270413294807,1.0051581452479066,8.809121391467805e-4,-1.7488021572261419
2097,5,15,5,1.7350278143210105,1.7546290450526167,5.77664257671458e-4,1.00515417977555,0.001628316133422462,1.7551360579680233
2100,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
2174,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
2174,6,1,6,1.7953281963316923,-1.747761461523732,0.0011898270413294807,1.0051581452479066,8.809121391467805e-4,-1.7488021572261419
2174,7,1,7,1.855628578342374,-1.8088216504406096,0.002220902567361725,1.0051186911225929,0.0017218614373184346,-1.810833610660933
2215,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
2257,6,1,6,1.7953281963316923,-1.747761461523732,0.0011898270413294807,1.0051581452479066,8.809121391467805e-4,-1.7488021572261419
2259,6,1,6,1.7953281963316923,-1.747761461523732,0.0011898270413294807,1.0051581452479066,8.809121391467805e-4,-1.7488021572261419
2302,3,13,3,1.614427050299647,1.6730929183650087,5.126706404731272e-4,1.0052041770884963,0.0012831130276624238,1.6735219561473789
2315,3,15,3,1.614427050299647,1.9915582063993282,5.126706404731272e-4,1.0049955315950876,0.0020073796396503445,1.9920689094851853
2321,6,1,6,1.7953281963316923,-1.747761461523732,0.0011898270413294807,1.0051581452479066,8.809121391467805e-4,-1.7488021572261419
2324,4,17,4,1.6747274323103287,2.162590806239087,3.602756470092992e-4,1.0048686169585763,0.0017492262429491484,2.162980475934592
2325,7,17,7,1.855628578342374,1.7956071663608129,0.002220902567361725,1.0051272208243267,0.006650624748714998,1.797604428052791
2389,6,1,6,1.7953281963316923,-1.747761461523732,0.0011898270413294807,1.0051581452479066,8.809121391467805e-4,-1.7488021572261419
2411,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
2417,8,1,8,1.9159289603530558,-1.8697538790225892,0.0036940697636746412,1.0050776247171882,0.0029945515631688425,-1.8732169773116942
2418,6,1,6,1.7953281963316923,-1.747761461523732,0.0011898270413294807,1.0051581452479066,8.809121391467805e-4,-1.7488021572261419
2429,3,15,3,1.614427050299647,1.9915582063993282,5.126706404731272e-4,1.0049955315950876,0.0020073796396503445,1.9920689094851853
2435,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
2455,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
2475,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
2522,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
2531,2,13,2,1.5541266682889652,1.7870178635574228,0.0010091276433467054,1.0051334251647532,0.002992918145353093,1.7879202111154162
2531,4,14,4,1.6747274323103287,1.7194471418850237,3.602756470092992e-4,1.005176145801994,9.650577185271284e-4,1.7197569630690785
2531,3,19,3,1.614427050299647,2.563190301414698,5.126706404731272e-4,1.004529901570982,0.003940102674873765,2.5638475903617977
2538,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
2546,7,1,7,1.855628578342374,-1.8088216504406096,0.002220902567361725,1.0051186911225929,0.0017218614373184346,-1.810833610660933
2624,6,1,6,1.7953281963316923,-1.747761461523732,0.0011898270413294807,1.0051581452479066,8.809121391467805e-4,-1.7488021572261419
2698,3,13,3,1.614427050299647,1.6730929183650087,5.126706404731272e-4,1.0052041770884963,0.0012831130276624238,1.6735219561473789
2710,5,15,5,1.7350278143210105,1.7546290450526167,5.77664257671458e-4,1.00515417977555,0.001628316133422462,1.7551360579680233
2719,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
2723,3,17,3,1.614427050299647,2.2868811238948488,5.126706404731272e-4,1.0047695928570775,0.0028930428553874585,2.2874675577953036
2754,4,15,4,1.6747274323103287,1.872656333662168,3.602756470092992e-4,1.0050777741407624,0.0012007266463899104,1.8729937610761838
2794,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
2805,2,13,2,1.5541266682889652,1.7870178635574228,0.0010091276433467054,1.0051334251647532,0.002992918145353093,1.7879202111154162
2805,4,14,4,1.6747274323103287,1.7194471418850237,3.602756470092992e-4,1.005176145801994,9.650577185271284e-4,1.7197569630690785
2817,4,15,4,1.6747274323103287,1.872656333662168,3.602756470092992e-4,1.0050777741407624,0.0012007266463899104,1.8729937610761838
2887,6,1,6,1.7953281963316923,-1.747761461523732,0.0011898270413294807,1.0051581452479066,8.809121391467805e-4,-1.7488021572261419
2907,6,1,6,1.7953281963316923,-1.747761461523732,0.0011898270413294807,1.0051581452479066,8.809121391467805e-4,-1.7488021572261419
2937,7,1,7,1.855628578342374,-1.8088216504406096,0.002220902567361725,1.0051186911225929,0.0017218614373184346,-1.810833610660933
2983,2,13,2,1.5541266682889652,1.7870178635574228,0.0010091276433467054,1.0051334251647532,0.002992918145353093,1.7879202111154162
3033,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
3034,3,13,3,1.614427050299647,1.6730929183650087,5.126706404731272e-4,1.0052041770884963,0.0012831130276624238,1.6735219561473789
3104,6,1,6,1.7953281963316923,-1.747761461523732,0.0011898270413294807,1.0051581452479066,8.809121391467805e-4,-1.7488021572261419
3117,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
3238,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
3264,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
3267,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
3291,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
3330,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
3334,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
3428,6,1,6,1.7953281963316923,-1.747761461523732,0.0011898270413294807,1.0051581452479066,8.809121391467805e-4,-1.7488021572261419
3481,3,18,3,1.614427050299647,2.4272013274031012,5.126706404731272e-4,1.0046512887164178,0.003396398189661963,2.427823744163966
3499,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
3673,6,1,6,1.7953281963316923,-1.747761461523732,0.0011898270413294807,1.0051581452479066,8.809121391467805e-4,-1.7488021572261419
3718,7,1,7,1.855628578342374,-1.8088216504406096,0.002220902567361725,1.0051186911225929,0.0017218614373184346,-1.810833610660933
3721,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
3758,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
3775,3,16,3,1.614427050299647,2.1418238175694486,5.126706404731272e-4,1.0048844739411558,0.0024300366720502523,2.142373053855629
3801,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
3984,6,1,6,1.7953281963316923,-1.747761461523732,0.0011898270413294807,1.0051581452479066,8.809121391467805e-4,-1.7488021572261419
4093,6,1,6,1.7953281963316923,-1.747761461523732,0.0011898270413294807,1.0051581452479066,8.809121391467805e-4,-1.7488021572261419
4093,8,1,8,1.9159289603530558,-1.8697538790225892,0.0036940697636746412,1.0050776247171882,0.0029945515631688425,-1.8732169773116942
4102,6,1,6,1.7953281963316923,-1.747761461523732,0.0011898270413294807,1.0051581452479066,8.809121391467805e-4,-1.7488021572261419
4173,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
4374,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
4434,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
4486,6,1,6,1.7953281963316923,-1.747761461523732,0.0011898270413294807,1.0051581452479066,8.809121391467805e-4,-1.7488021572261419
4488,3,14,3,1.614427050299647,1.8355323075733156,5.126706404731272e-4,1.0051022899099964,0.0016250717581877349,1.836003000325682
4543,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
4561,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
4594,5,1,5,1.7350278143210105,-1.6865981981194158,5.77664257671458e-4,1.0051960330294232,4.0771243264544233e-4,-1.687085553023268
